Intensity Sum
13288.007510901574
629755.297284141
218196.68868114383
684745.7252754171
515061.96610095503
499780.1370222851
646495.76269081
934436.1792754742
23494.893245253767
471448.44897997717
579581.0627462883
636395.3284710329
587779.531807198
419772.89189893985
653663.5892396095
642083.4070596318
-1425.656993310258
596894.2192651253
410945.74646119727
683380.5036901676
787599.5815464259
673399.0739161597
286380.6622876614
398976.98170179967
-22128.49414239816
519471.5118345663
1128988.6045297347
297459.19508346485
692446.7944176926
836419.1312302025
900254.3975689202
444684.2106399207
1418.955589444919
1021251.7861549238
1090712.7468236347
893528.1455735089
559484.8655646422
340875.82521255437
126143.93128941486
969139.7025361765
5897.414767612612
585330.3664708049
582615.3334715883
854442.5896908249
661300.3190543011
753832.4673843508
99950.0610819256
548948.112049098
-9239.050550278263
566812.6484991424
496955.52565267833
426448.350389154
688994.290308503
398248.2829852233
683935.9785135679
666733.6104401856
18142.024805700567
499531.620456094
459547.1688083523
635320.5486359862
822556.2952646697
763213.1811617806
335474.8332681763
344200.75599629874
16885.47344276508
1095175.3881521886
761642.2554525738
428686.0634490368
708751.3209849951
426613.00540265243
758138.1980497532
1086165.4979424744
1812.17093139742
571734.0259892568
415289.8587221696
446859.6828298774
404157.9298839159
467290.09081892966
365186.00974484876
642098.6060240096
2335.026751191152
596586.8043892115
754247.5953941297
339973.2174971892
760706.0208111469
80216.09971046634
741400.2242212933
888969.0302278785
-4856.943245473621
421535.9873311244
640554.8780660321
657308.8556227158
748676.9340929455
524498.3552861371
672308.59227988
768511.3509291457
13023.323707216296
760089.9348844716
470060.6798044039
558851.1675064276
430273.82510898047
783559.3944842615
656928.6047368812
242894.78210865278
-9770.013778451288
542426.4626945155
915310.5859330086
661121.1511880374
507952.65480162436
720170.7382872058
751086.0770008176
414283.9186548595
15477.115355698024
738942.824361843
821973.0638114745
519223.84127940796
828449.7575274949
589621.2685679347
505990.7595617628
601576.4139464933
-5731.589574582567
718840.871807939
438529.72533460194
424062.2916992057
418574.0696627426
832210.4587887379
304509.84265531506
505068.8756249388
9492.165960433653
421703.7328058429
512633.5955568872
594113.7326726775
644536.3228713006
360662.89809784765
691970.9079509987
416005.6466572258
-7481.861572216136
691588.7145419634
444685.34727490426
246940.16205465642
750161.3283674599
676022.7532296892
687707.6665558761
748943.6777109519
709.826440498701
590186.4214473275
586196.4152188262
341474.13200693217
338588.9179964991
695027.8524936687
162314.96937796377
894698.0843684857
-20397.50108844445
636262.8917657741
739402.2978241334
829448.6321363649
594695.6478259854
338829.4870537304
428580.93930064765
852471.7699697005
20607.20765883551
334430.9180408869
412333.6653575236
507472.1955790681
422079.2137541707
672320.5710645075
583756.2018223648
414765.0515616199
28448.835827638497
336370.57122726523
946256.7107249644
721240.6983567401
439683.5705689046
326310.9492869629
1097080.2627462593
835423.5079879748
13874.09969566944
591061.5767086281
671253.0488985843
493611.6229415752
485177.20367907843
673522.7881743957
756372.816920194
423585.6579898555
18962.4329279186
687556.9629127244
555612.9555154638
548523.621698835
839545.3059389384
425730.9592584826
388901.3673363129
347034.2468717569
6595.08921375105
513177.0753216582
837969.393345094
595957.1438203688
438155.0615775286
506523.057849306
571768.1444491373
406308.00097168115
10210.825930099792
159175.6494238355
572815.1426812008
834682.5337674847
594036.1995144369
451888.9430584632
490975.868797262
354672.57627220964
8154.978077150109
407405.95485710254
451441.2000100399
678752.5198753917
626049.3359422734
858325.761344495
666651.3971768898
694899.4020886684
-7175.977576208068
499586.5200381493
606317.600498259
608387.2562145079
536802.2256859767
595814.547467227
280719.7029208778
315725.0803814001
-3728.823528056047
498561.17379411205
512290.74840668717
522021.6666594501
765788.4139169006
486234.3004279837
517252.117138431
746876.816979379
-3393.377435657806
495653.4196497987
653290.96168478
615843.5967848322
480886.4753882561
1120080.103142765
509182.63114515913
1002517.2847235667
-3061.903854998639
384208.3267770777
413351.4558520428
426084.4665263118
366200.7609672612
583659.2698254724
989433.4806328784
560360.8570134187
-28604.79213401707
570732.4939257954
961785.4308048739
407298.5576754846
725013.7265477502
571272.7434505207
483996.3454477834
827580.9642146507
5365.350056309764
570156.5001395
595309.9162137659
850261.6492610769
501713.16894151754
629155.3435614776
24008.968327574068
643122.8794863282
1366302.941534596
763153.8849972829
1007795.8549791506
