Repumper Detuning [Gamma],Cooler Detuning [Gamma],Standard deviation Atomnumber
0.27235494880546135,6.527986348122865,657771265.0
0.27235494880546135,6.722184300341296,630396180.0
0.27235494880546135,6.9163822525597265,575956080.0
0.27235494880546135,7.110580204778158,515068180.0
0.27235494880546135,7.3047781569965835,460677820.0
0.27235494880546135,7.498976109215015,467635300.0
0.27235494880546135,7.693174061433446,500708680.0
0.27235494880546135,7.887372013651876,513624250.0
0.27235494880546135,8.081569965870308,518269595.0
0.27235494880546135,8.275767918088734,519625335.0
0.27235494880546135,8.469965870307165,480049110.0
0.27235494880546135,8.664163822525595,411227600.0
0.27235494880546135,8.858361774744026,359266955.0
0.27235494880546135,9.052559726962457,299811975.0
0.27235494880546135,9.246757679180888,241356535.0
0.27235494880546135,9.440955631399314,170191940.0
0.27235494880546135,9.635153583617745,85834315.0
0.6184300341296871,2.0614334470989735,14895310.0
0.6184300341296871,2.255631399317404,22372450.0
0.6184300341296871,2.449829351535835,29652650.0
0.6184300341296871,2.644027303754266,42487520.0
0.6184300341296871,2.838225255972697,48513625.0
0.6184300341296871,3.032423208191123,55067570.0
0.6184300341296871,3.226621160409554,72858380.0
0.6184300341296871,3.420819112627985,93392420.0
0.6184300341296871,3.6150170648464157,114385190.0
0.6184300341296871,3.809215017064847,142052550.0
0.6184300341296871,4.003412969283273,169962115.0
0.6184300341296871,4.1976109215017035,205303820.0
0.6184300341296871,4.391808873720135,244496185.0
0.6184300341296871,4.586006825938566,291476170.0
0.6184300341296871,4.780204778156996,346484560.0
0.6184300341296871,4.974402730375423,412761360.0
0.6184300341296871,5.168600682593853,476789230.0
0.6184300341296871,5.362798634812284,544552965.0
0.6184300341296871,5.556996587030715,609513520.0
0.6184300341296871,5.751194539249146,698831215.0
0.6184300341296871,5.945392491467577,767728615.0
0.6184300341296871,6.139590443686008,822643825.0
0.6184300341296871,6.333788395904434,873642935.0
0.6184300341296871,6.527986348122865,901406220.0
0.6184300341296871,6.722184300341296,887063040.0
0.6184300341296871,6.9163822525597265,795372745.0
0.6184300341296871,7.110580204778158,689066290.0
0.6184300341296871,7.3047781569965835,646657255.0
0.6184300341296871,7.498976109215015,647744075.0
0.6184300341296871,7.693174061433446,691785185.0
0.6184300341296871,7.887372013651876,726086615.0
0.6184300341296871,8.081569965870308,736949115.0
0.6184300341296871,8.275767918088734,703310470.0
0.6184300341296871,8.469965870307165,667332500.0
0.6184300341296871,8.664163822525595,609601180.0
0.6184300341296871,8.858361774744026,529263115.0
0.6184300341296871,9.052559726962457,446545570.0
0.6184300341296871,9.246757679180888,378677340.0
0.6184300341296871,9.440955631399314,271212220.0
0.6184300341296871,9.635153583617745,142124240.0
0.9645051194539129,2.0614334470989735,14346805.0
0.9645051194539129,2.255631399317404,19817750.0
0.9645051194539129,2.449829351535835,28184705.0
0.9645051194539129,2.644027303754266,44506945.0
0.9645051194539129,2.838225255972697,49898865.0
0.9645051194539129,3.032423208191123,62666335.0
0.9645051194539129,3.226621160409554,71510070.0
0.9645051194539129,3.420819112627985,96350795.0
0.9645051194539129,3.6150170648464157,121561190.0
0.9645051194539129,3.809215017064847,173818995.0
0.9645051194539129,4.003412969283273,211140475.0
0.9645051194539129,4.1976109215017035,257703000.0
0.9645051194539129,4.391808873720135,304352385.0
0.9645051194539129,4.586006825938566,358233865.0
0.9645051194539129,4.780204778156996,425282135.0
0.9645051194539129,4.974402730375423,500721915.0
0.9645051194539129,5.168600682593853,588402910.0
0.9645051194539129,5.362798634812284,683842985.0
0.9645051194539129,5.556996587030715,810458455.0
0.9645051194539129,5.751194539249146,907996750.0
0.9645051194539129,5.945392491467577,973535185.0
0.9645051194539129,6.139590443686008,1071446180.0
0.9645051194539129,6.333788395904434,1134695180.0
0.9645051194539129,6.527986348122865,1184174970.0
0.9645051194539129,6.722184300341296,1190078725.0
0.9645051194539129,6.9163822525597265,1094268405.0
0.9645051194539129,7.110580204778158,977747120.0
0.9645051194539129,7.3047781569965835,891947165.0
0.9645051194539129,7.498976109215015,865984090.0
0.9645051194539129,7.693174061433446,928083425.0
0.9645051194539129,7.887372013651876,1021247345.0
0.9645051194539129,8.081569965870308,1039142825.0
0.9645051194539129,8.275767918088734,990113205.0
0.9645051194539129,8.469965870307165,966447555.0
0.9645051194539129,8.664163822525595,878116055.0
0.9645051194539129,8.858361774744026,755920860.0
0.9645051194539129,9.052559726962457,653119375.0
0.9645051194539129,9.246757679180888,548969505.0
0.9645051194539129,9.440955631399314,402187730.0
0.9645051194539129,9.635153583617745,218526680.0
1.3105802047781483,2.0614334470989735,13439650.0
1.3105802047781483,2.255631399317404,17601325.0
1.3105802047781483,2.449829351535835,32485670.0
1.3105802047781483,2.644027303754266,47091465.0
1.3105802047781483,2.838225255972697,58630020.0
1.3105802047781483,3.032423208191123,71049650.0
1.3105802047781483,3.226621160409554,95304065.0
1.3105802047781483,3.420819112627985,121752905.0
1.3105802047781483,3.6150170648464157,161859590.0
1.3105802047781483,3.809215017064847,209409180.0
1.3105802047781483,4.003412969283273,265002030.0
1.3105802047781483,4.1976109215017035,346233400.0
1.3105802047781483,4.391808873720135,409045485.0
1.3105802047781483,4.586006825938566,469189610.0
1.3105802047781483,4.780204778156996,568075355.0
1.3105802047781483,4.974402730375423,648872835.0
1.3105802047781483,5.168600682593853,761835960.0
1.3105802047781483,5.362798634812284,899666525.0
1.3105802047781483,5.556996587030715,1014827005.0
1.3105802047781483,5.751194539249146,1145533570.0
1.3105802047781483,5.945392491467577,1277298770.0
1.3105802047781483,6.139590443686008,1389580920.0
1.3105802047781483,6.333788395904434,1476457860.0
1.3105802047781483,6.527986348122865,1562665375.0
1.3105802047781483,6.722184300341296,1513833360.0
1.3105802047781483,6.9163822525597265,1377063665.0
1.3105802047781483,7.110580204778158,1201064595.0
1.3105802047781483,7.3047781569965835,1074713085.0
1.3105802047781483,7.498976109215015,1125246870.0
1.3105802047781483,7.693174061433446,1225520395.0
1.3105802047781483,7.887372013651876,1353519005.0
1.3105802047781483,8.081569965870308,1389201550.0
1.3105802047781483,8.275767918088734,1360571770.0
1.3105802047781483,8.469965870307165,1297847245.0
1.3105802047781483,8.664163822525595,1217575835.0
1.3105802047781483,8.858361774744026,1102280865.0
1.3105802047781483,9.052559726962457,920360540.0
1.3105802047781483,9.246757679180888,793260355.0
1.3105802047781483,9.440955631399314,584470955.0
1.3105802047781483,9.635153583617745,325455505.0
1.6566552901023839,2.0614334470989735,13908350.0
1.6566552901023839,2.255631399317404,21228715.0
1.6566552901023839,2.449829351535835,31385425.0
1.6566552901023839,2.644027303754266,43777860.0
1.6566552901023839,2.838225255972697,57604175.0
1.6566552901023839,3.032423208191123,63723020.0
1.6566552901023839,3.226621160409554,83616320.0
1.6566552901023839,3.420819112627985,113704525.0
1.6566552901023839,3.6150170648464157,143391440.0
1.6566552901023839,3.809215017064847,203081840.0
1.6566552901023839,4.003412969283273,251501020.0
1.6566552901023839,4.1976109215017035,308905175.0
1.6566552901023839,4.391808873720135,385305865.0
1.6566552901023839,4.586006825938566,486869940.0
1.6566552901023839,4.780204778156996,580111165.0
1.6566552901023839,4.974402730375423,668588720.0
1.6566552901023839,5.168600682593853,796041575.0
1.6566552901023839,5.362798634812284,913822880.0
1.6566552901023839,5.556996587030715,1035881425.0
1.6566552901023839,5.751194539249146,1218099770.0
1.6566552901023839,5.945392491467577,1368749365.0
1.6566552901023839,6.139590443686008,1495201120.0
1.6566552901023839,6.333788395904434,1680937485.0
1.6566552901023839,6.527986348122865,1736406810.0
1.6566552901023839,6.722184300341296,1758567270.0
1.6566552901023839,6.9163822525597265,1631014595.0
1.6566552901023839,7.110580204778158,1442990025.0
1.6566552901023839,7.3047781569965835,1351645590.0
1.6566552901023839,7.498976109215015,1366110775.0
1.6566552901023839,7.693174061433446,1489436970.0
1.6566552901023839,7.887372013651876,1644625180.0
1.6566552901023839,8.081569965870308,1685414575.0
1.6566552901023839,8.275767918088734,1705663555.0
1.6566552901023839,8.469965870307165,1605126820.0
1.6566552901023839,8.664163822525595,1499648880.0
1.6566552901023839,8.858361774744026,1351900715.0
1.6566552901023839,9.052559726962457,1223863835.0
1.6566552901023839,9.246757679180888,979001090.0
1.6566552901023839,9.440955631399314,775073265.0
1.6566552901023839,9.635153583617745,421734785.0
2.0027303754266192,2.0614334470989735,10555470.0
2.0027303754266192,2.255631399317404,14643450.0
2.0027303754266192,2.449829351535835,24669855.0
2.0027303754266192,2.644027303754266,35987345.0
2.0027303754266192,2.838225255972697,46065240.0
2.0027303754266192,3.032423208191123,49057720.0
2.0027303754266192,3.226621160409554,59036190.0
2.0027303754266192,3.420819112627985,79335295.0
2.0027303754266192,3.6150170648464157,112239250.0
2.0027303754266192,3.809215017064847,155352740.0
2.0027303754266192,4.003412969283273,210576075.0
2.0027303754266192,4.1976109215017035,279826390.0
2.0027303754266192,4.391808873720135,350510210.0
2.0027303754266192,4.586006825938566,431492715.0
2.0027303754266192,4.780204778156996,526987525.0
2.0027303754266192,4.974402730375423,628481635.0
2.0027303754266192,5.168600682593853,760342230.0
2.0027303754266192,5.362798634812284,912643270.0
2.0027303754266192,5.556996587030715,1060136810.0
2.0027303754266192,5.751194539249146,1224786595.0
2.0027303754266192,5.945392491467577,1375363260.0
2.0027303754266192,6.139590443686008,1609264685.0
2.0027303754266192,6.333788395904434,1736852200.0
2.0027303754266192,6.527986348122865,1852146810.0
2.0027303754266192,6.722184300341296,1875314695.0
2.0027303754266192,6.9163822525597265,1657177655.0
2.0027303754266192,7.110580204778158,1509672635.0
2.0027303754266192,7.3047781569965835,1441369840.0
2.0027303754266192,7.498976109215015,1415493810.0
2.0027303754266192,7.693174061433446,1630214515.0
2.0027303754266192,7.887372013651876,1722425205.0
2.0027303754266192,8.081569965870308,1832148780.0
2.0027303754266192,8.275767918088734,1833244510.0
2.0027303754266192,8.469965870307165,1756965940.0
2.0027303754266192,8.664163822525595,1649382905.0
2.0027303754266192,8.858361774744026,1498706375.0
2.0027303754266192,9.052559726962457,1327260235.0
2.0027303754266192,9.246757679180888,1135816910.0
2.0027303754266192,9.440955631399314,879258545.0
2.0027303754266192,9.635153583617745,497400745.0
2.348805460750845,2.0614334470989735,9273365.0
2.348805460750845,2.255631399317404,16970065.0
2.348805460750845,2.449829351535835,31467585.0
2.348805460750845,2.644027303754266,38965655.0
2.348805460750845,2.838225255972697,49776280.0
2.348805460750845,3.032423208191123,57418460.0
2.348805460750845,3.226621160409554,66345080.0
2.348805460750845,3.420819112627985,91486795.0
2.348805460750845,3.6150170648464157,121044525.0
2.348805460750845,3.809215017064847,172885645.0
2.348805460750845,4.003412969283273,242962490.0
2.348805460750845,4.1976109215017035,294681690.0
2.348805460750845,4.391808873720135,364365300.0
2.348805460750845,4.586006825938566,453125280.0
2.348805460750845,4.780204778156996,563906535.0
2.348805460750845,4.974402730375423,688781245.0
2.348805460750845,5.168600682593853,804756680.0
2.348805460750845,5.362798634812284,982026905.0
2.348805460750845,5.556996587030715,1142804330.0
2.348805460750845,5.751194539249146,1285896880.0
2.348805460750845,5.945392491467577,1489842735.0
2.348805460750845,6.139590443686008,1710309450.0
2.348805460750845,6.333788395904434,1869622785.0
2.348805460750845,6.527986348122865,2005895105.0
2.348805460750845,6.722184300341296,2011751455.0
2.348805460750845,6.9163822525597265,1868791585.0
2.348805460750845,7.110580204778158,1640695435.0
2.348805460750845,7.3047781569965835,1504793830.0
2.348805460750845,7.498976109215015,1527791610.0
2.348805460750845,7.693174061433446,1730380300.0
2.348805460750845,7.887372013651876,1893701215.0
2.348805460750845,8.081569965870308,1979991955.0
2.348805460750845,8.275767918088734,1971369055.0
2.348805460750845,8.469965870307165,1926300325.0
2.348805460750845,8.664163822525595,1826598585.0
2.348805460750845,8.858361774744026,1675793665.0
2.348805460750845,9.052559726962457,1509578685.0
2.348805460750845,9.246757679180888,1302570275.0
2.348805460750845,9.440955631399314,1037365835.0
2.348805460750845,9.635153583617745,597261965.0
2.6948805460750807,2.0614334470989735,14755885.0
2.6948805460750807,2.255631399317404,19205255.0
2.6948805460750807,2.449829351535835,29156790.0
2.6948805460750807,2.644027303754266,37789310.0
2.6948805460750807,2.838225255972697,52220040.0
2.6948805460750807,3.032423208191123,63990235.0
2.6948805460750807,3.226621160409554,82321540.0
2.6948805460750807,3.420819112627985,104529365.0
2.6948805460750807,3.6150170648464157,136889110.0
2.6948805460750807,3.809215017064847,181523640.0
2.6948805460750807,4.003412969283273,254013265.0
2.6948805460750807,4.1976109215017035,314093335.0
2.6948805460750807,4.391808873720135,402655465.0
2.6948805460750807,4.586006825938566,504356715.0
2.6948805460750807,4.780204778156996,604317645.0
2.6948805460750807,4.974402730375423,730802295.0
2.6948805460750807,5.168600682593853,881151185.0
2.6948805460750807,5.362798634812284,1068391370.0
2.6948805460750807,5.556996587030715,1292904105.0
2.6948805460750807,5.751194539249146,1450175670.0
2.6948805460750807,5.945392491467577,1632104600.0
2.6948805460750807,6.139590443686008,1833992725.0
2.6948805460750807,6.333788395904434,2026027810.0
2.6948805460750807,6.527986348122865,2116553875.0
2.6948805460750807,6.722184300341296,2144224900.0
2.6948805460750807,6.9163822525597265,1888411880.0
2.6948805460750807,7.110580204778158,1682004115.0
2.6948805460750807,7.3047781569965835,1560570425.0
2.6948805460750807,7.498976109215015,1604113705.0
2.6948805460750807,7.693174061433446,1800404115.0
2.6948805460750807,7.887372013651876,1960666520.0
2.6948805460750807,8.081569965870308,2069204825.0
2.6948805460750807,8.275767918088734,2057952360.0
2.6948805460750807,8.469965870307165,2016139300.0
2.6948805460750807,8.664163822525595,1870931300.0
2.6948805460750807,8.858361774744026,1728522710.0
2.6948805460750807,9.052559726962457,1543346100.0
2.6948805460750807,9.246757679180888,1332828540.0
2.6948805460750807,9.440955631399314,1064760880.0
2.6948805460750807,9.635153583617745,645437115.0
3.0409556313993065,2.0614334470989735,10589005.0
3.0409556313993065,2.255631399317404,19754625.0
3.0409556313993065,2.449829351535835,31581320.0
3.0409556313993065,2.644027303754266,38851800.0
3.0409556313993065,2.838225255972697,53033005.0
3.0409556313993065,3.032423208191123,66134770.0
3.0409556313993065,3.226621160409554,82448930.0
3.0409556313993065,3.420819112627985,108045440.0
3.0409556313993065,3.6150170648464157,141711985.0
3.0409556313993065,3.809215017064847,187658505.0
3.0409556313993065,4.003412969283273,242200150.0
3.0409556313993065,4.1976109215017035,317226780.0
3.0409556313993065,4.391808873720135,408485260.0
3.0409556313993065,4.586006825938566,509133705.0
3.0409556313993065,4.780204778156996,629244050.0
3.0409556313993065,4.974402730375423,775087905.0
3.0409556313993065,5.168600682593853,908673960.0
3.0409556313993065,5.362798634812284,1078395685.0
3.0409556313993065,5.556996587030715,1272358280.0
3.0409556313993065,5.751194539249146,1497851235.0
3.0409556313993065,5.945392491467577,1711179435.0
3.0409556313993065,6.139590443686008,1902698260.0
3.0409556313993065,6.333788395904434,2083832460.0
3.0409556313993065,6.527986348122865,2147203270.0
3.0409556313993065,6.722184300341296,2131000880.0
3.0409556313993065,6.9163822525597265,1980052655.0
3.0409556313993065,7.110580204778158,1718122220.0
3.0409556313993065,7.3047781569965835,1584839780.0
3.0409556313993065,7.498976109215015,1649168730.0
3.0409556313993065,7.693174061433446,1808440580.0
3.0409556313993065,7.887372013651876,1965114440.0
3.0409556313993065,8.081569965870308,2057148325.0
3.0409556313993065,8.275767918088734,2101509105.0
3.0409556313993065,8.469965870307165,2018885310.0
3.0409556313993065,8.664163822525595,1917355345.0
3.0409556313993065,8.858361774744026,1699588410.0
3.0409556313993065,9.052559726962457,1556185645.0
3.0409556313993065,9.246757679180888,1348369035.0
3.0409556313993065,9.440955631399314,1073605370.0
3.0409556313993065,9.635153583617745,675854035.0
3.387030716723542,2.0614334470989735,13482685.0
3.387030716723542,2.255631399317404,23421365.0
3.387030716723542,2.449829351535835,35311135.0
3.387030716723542,2.644027303754266,51385460.0
3.387030716723542,2.838225255972697,69384315.0
3.387030716723542,3.032423208191123,89798935.0
3.387030716723542,3.226621160409554,112293115.0
3.387030716723542,3.420819112627985,137603125.0
3.387030716723542,3.6150170648464157,183011225.0
3.387030716723542,3.809215017064847,237755165.0
3.387030716723542,4.003412969283273,310667375.0
3.387030716723542,4.1976109215017035,387051385.0
3.387030716723542,4.391808873720135,479521190.0
3.387030716723542,4.586006825938566,581806930.0
3.387030716723542,4.780204778156996,714097150.0
3.387030716723542,4.974402730375423,827877560.0
3.387030716723542,5.168600682593853,969454985.0
3.387030716723542,5.362798634812284,1142387510.0
3.387030716723542,5.556996587030715,1256837085.0
3.387030716723542,5.751194539249146,1501627815.0
3.387030716723542,5.945392491467577,1695750120.0
3.387030716723542,6.139590443686008,1871852800.0
3.387030716723542,6.333788395904434,2050520310.0
3.387030716723542,6.527986348122865,2170075640.0
3.387030716723542,6.722184300341296,2122632390.0
3.387030716723542,6.9163822525597265,1952776350.0
3.387030716723542,7.110580204778158,1689085955.0
3.387030716723542,7.3047781569965835,1553262120.0
3.387030716723542,7.498976109215015,1599450310.0
3.387030716723542,7.693174061433446,1781245720.0
3.387030716723542,7.887372013651876,1900168415.0
3.387030716723542,8.081569965870308,2066053895.0
3.387030716723542,8.275767918088734,2018860615.0
3.387030716723542,8.469965870307165,1952769405.0
3.387030716723542,8.664163822525595,1824703630.0
3.387030716723542,8.858361774744026,1662691315.0
3.387030716723542,9.052559726962457,1508409210.0
3.387030716723542,9.246757679180888,1306768715.0
3.387030716723542,9.440955631399314,1050110975.0
3.387030716723542,9.635153583617745,660335145.0
3.733105802047777,2.0614334470989735,19062000.0
3.733105802047777,2.255631399317404,28303420.0
3.733105802047777,2.449829351535835,42398110.0
3.733105802047777,2.644027303754266,56365600.0
3.733105802047777,2.838225255972697,76233895.0
3.733105802047777,3.032423208191123,99151020.0
3.733105802047777,3.226621160409554,122317850.0
3.733105802047777,3.420819112627985,159643280.0
3.733105802047777,3.6150170648464157,215742625.0
3.733105802047777,3.809215017064847,264317360.0
3.733105802047777,4.003412969283273,342835665.0
3.733105802047777,4.1976109215017035,427912195.0
3.733105802047777,4.391808873720135,515819950.0
3.733105802047777,4.586006825938566,630147305.0
3.733105802047777,4.780204778156996,769140785.0
3.733105802047777,4.974402730375423,896826540.0
3.733105802047777,5.168600682593853,1033667645.0
3.733105802047777,5.362798634812284,1190963350.0
3.733105802047777,5.556996587030715,1332936040.0
3.733105802047777,5.751194539249146,1491815870.0
3.733105802047777,5.945392491467577,1659514535.0
3.733105802047777,6.139590443686008,1866523510.0
3.733105802047777,6.333788395904434,2069010215.0
3.733105802047777,6.527986348122865,2146273435.0
3.733105802047777,6.722184300341296,2110254975.0
3.733105802047777,6.9163822525597265,1909160500.0
3.733105802047777,7.110580204778158,1687174055.0
3.733105802047777,7.3047781569965835,1529218675.0
3.733105802047777,7.498976109215015,1556498220.0
3.733105802047777,7.693174061433446,1714248805.0
3.733105802047777,7.887372013651876,1876352320.0
3.733105802047777,8.081569965870308,1977272235.0
3.733105802047777,8.275767918088734,1992128210.0
3.733105802047777,8.469965870307165,1910100695.0
3.733105802047777,8.664163822525595,1776070625.0
3.733105802047777,8.858361774744026,1598430520.0
3.733105802047777,9.052559726962457,1469009310.0
3.733105802047777,9.246757679180888,1264897890.0
3.733105802047777,9.440955631399314,1032192715.0
3.733105802047777,9.635153583617745,667393590.0
4.079180887372013,2.0614334470989735,33083320.0
4.079180887372013,2.255631399317404,48227570.0
4.079180887372013,2.449829351535835,68485215.0
4.079180887372013,2.644027303754266,89198185.0
4.079180887372013,2.838225255972697,108842420.0
4.079180887372013,3.032423208191123,127832600.0
4.079180887372013,3.226621160409554,156714025.0
4.079180887372013,3.420819112627985,203176740.0
4.079180887372013,3.6150170648464157,247022305.0
4.079180887372013,3.809215017064847,334458170.0
4.079180887372013,4.003412969283273,410165310.0
4.079180887372013,4.1976109215017035,496404535.0
4.079180887372013,4.391808873720135,585883445.0
4.079180887372013,4.586006825938566,671364530.0
4.079180887372013,4.780204778156996,794472710.0
4.079180887372013,4.974402730375423,924310030.0
4.079180887372013,5.168600682593853,1063727780.0
4.079180887372013,5.362798634812284,1210351190.0
4.079180887372013,5.556996587030715,1368251410.0
4.079180887372013,5.751194539249146,1493425205.0
4.079180887372013,5.945392491467577,1621505885.0
4.079180887372013,6.139590443686008,1749759865.0
4.079180887372013,6.333788395904434,1832341450.0
4.079180887372013,6.527986348122865,1958426990.0
4.079180887372013,6.722184300341296,1964924600.0
4.079180887372013,6.9163822525597265,1819651890.0
4.079180887372013,7.110580204778158,1595581295.0
4.079180887372013,7.3047781569965835,1416457380.0
4.079180887372013,7.498976109215015,1504200990.0
4.079180887372013,7.693174061433446,1624449950.0
4.079180887372013,7.887372013651876,1758064575.0
4.079180887372013,8.081569965870308,1856920220.0
4.079180887372013,8.275767918088734,1850866815.0
4.079180887372013,8.469965870307165,1767844830.0
4.079180887372013,8.664163822525595,1617060775.0
4.079180887372013,8.858361774744026,1522341555.0
4.079180887372013,9.052559726962457,1334467865.0
4.079180887372013,9.246757679180888,1174369595.0
4.079180887372013,9.440955631399314,959531820.0
4.079180887372013,9.635153583617745,638641710.0
4.425255972696238,2.0614334470989735,40589765.0
4.425255972696238,2.255631399317404,59493460.0
4.425255972696238,2.449829351535835,83899520.0
4.425255972696238,2.644027303754266,112512015.0
4.425255972696238,2.838225255972697,134289410.0
4.425255972696238,3.032423208191123,156945765.0
4.425255972696238,3.226621160409554,176277475.0
4.425255972696238,3.420819112627985,214268510.0
4.425255972696238,3.6150170648464157,281225225.0
4.425255972696238,3.809215017064847,359799265.0
4.425255972696238,4.003412969283273,447502395.0
4.425255972696238,4.1976109215017035,568824545.0
4.425255972696238,4.391808873720135,650593335.0
4.425255972696238,4.586006825938566,747235240.0
4.425255972696238,4.780204778156996,864272240.0
4.425255972696238,4.974402730375423,974532950.0
4.425255972696238,5.168600682593853,1094782085.0
4.425255972696238,5.362798634812284,1221414485.0
4.425255972696238,5.556996587030715,1379814930.0
4.425255972696238,5.751194539249146,1476256420.0
4.425255972696238,5.945392491467577,1583415335.0
4.425255972696238,6.139590443686008,1719240160.0
4.425255972696238,6.333788395904434,1721979130.0
4.425255972696238,6.527986348122865,1756206080.0
4.425255972696238,6.722184300341296,1741292480.0
4.425255972696238,6.9163822525597265,1635010415.0
4.425255972696238,7.110580204778158,1471221720.0
4.425255972696238,7.3047781569965835,1367123520.0
4.425255972696238,7.498976109215015,1390621340.0
4.425255972696238,7.693174061433446,1511169750.0
4.425255972696238,7.887372013651876,1648121720.0
4.425255972696238,8.081569965870308,1735144840.0
4.425255972696238,8.275767918088734,1723885380.0
4.425255972696238,8.469965870307165,1663742450.0
4.425255972696238,8.664163822525595,1587019820.0
