Repumper Detuning [Gamma],Cooler Detuning [Gamma],Standard deviation Atomnumber
4.425255972696238,8.858361774744026,1430826425.0
4.425255972696238,9.052559726962457,1270532510.0
4.425255972696238,9.246757679180888,1114603500.0
4.425255972696238,9.440955631399314,891633575.0
4.425255972696238,9.635153583617745,591053615.0
4.771331058020474,2.0614334470989735,54544400.0
4.771331058020474,2.255631399317404,80055175.0
4.771331058020474,2.449829351535835,116408310.0
4.771331058020474,2.644027303754266,151273570.0
4.771331058020474,2.838225255972697,185670745.0
4.771331058020474,3.032423208191123,215236640.0
4.771331058020474,3.226621160409554,247398250.0
4.771331058020474,3.420819112627985,288541210.0
4.771331058020474,3.6150170648464157,342261495.0
4.771331058020474,3.809215017064847,413227070.0
4.771331058020474,4.003412969283273,513947375.0
4.771331058020474,4.1976109215017035,618062975.0
4.771331058020474,4.391808873720135,719264370.0
4.771331058020474,4.586006825938566,808864255.0
4.771331058020474,4.780204778156996,934975475.0
4.771331058020474,4.974402730375423,1035932855.0
4.771331058020474,5.168600682593853,1148010820.0
4.771331058020474,5.362798634812284,1236686595.0
4.771331058020474,5.556996587030715,1341715015.0
4.771331058020474,5.751194539249146,1453843045.0
4.771331058020474,5.945392491467577,1529867100.0
4.771331058020474,6.139590443686008,1577105995.0
4.771331058020474,6.333788395904434,1580372780.0
4.771331058020474,6.527986348122865,1543027235.0
4.771331058020474,6.722184300341296,1492185450.0
4.771331058020474,6.9163822525597265,1356674690.0
4.771331058020474,7.110580204778158,1269725740.0
4.771331058020474,7.3047781569965835,1211981975.0
4.771331058020474,7.498976109215015,1239713785.0
4.771331058020474,7.693174061433446,1339889210.0
4.771331058020474,7.887372013651876,1472489515.0
4.771331058020474,8.081569965870308,1509671720.0
4.771331058020474,8.275767918088734,1520666140.0
4.771331058020474,8.469965870307165,1504550365.0
4.771331058020474,8.664163822525595,1412420330.0
4.771331058020474,8.858361774744026,1261795595.0
4.771331058020474,9.052559726962457,1138163630.0
4.771331058020474,9.246757679180888,991187810.0
4.771331058020474,9.440955631399314,805859655.0
4.771331058020474,9.635153583617745,538802415.0
5.1174061433447,2.0614334470989735,80613585.0
5.1174061433447,2.255631399317404,111683100.0
5.1174061433447,2.449829351535835,153404530.0
5.1174061433447,2.644027303754266,195994080.0
5.1174061433447,2.838225255972697,232330960.0
5.1174061433447,3.032423208191123,264129225.0
5.1174061433447,3.226621160409554,308980900.0
5.1174061433447,3.420819112627985,361126110.0
5.1174061433447,3.6150170648464157,408443040.0
5.1174061433447,3.809215017064847,471117330.0
5.1174061433447,4.003412969283273,553797505.0
5.1174061433447,4.1976109215017035,641309845.0
5.1174061433447,4.391808873720135,720473380.0
5.1174061433447,4.586006825938566,829655210.0
5.1174061433447,4.780204778156996,926897865.0
5.1174061433447,4.974402730375423,992919365.0
5.1174061433447,5.168600682593853,1069306025.0
5.1174061433447,5.362798634812284,1174847285.0
5.1174061433447,5.556996587030715,1269717715.0
5.1174061433447,5.751194539249146,1345183980.0
5.1174061433447,5.945392491467577,1400166815.0
5.1174061433447,6.139590443686008,1455138685.0
5.1174061433447,6.333788395904434,1446621285.0
5.1174061433447,6.527986348122865,1409460290.0
5.1174061433447,6.722184300341296,1309647475.0
5.1174061433447,6.9163822525597265,1188468155.0
5.1174061433447,7.110580204778158,1078227985.0
5.1174061433447,7.3047781569965835,1016898460.0
5.1174061433447,7.498976109215015,1057674945.0
5.1174061433447,7.693174061433446,1141186845.0
5.1174061433447,7.887372013651876,1258273900.0
5.1174061433447,8.081569965870308,1326507045.0
5.1174061433447,8.275767918088734,1353533460.0
5.1174061433447,8.469965870307165,1312667235.0
5.1174061433447,8.664163822525595,1245011190.0
5.1174061433447,8.858361774744026,1139947055.0
5.1174061433447,9.052559726962457,1019493465.0
5.1174061433447,9.246757679180888,892284185.0
5.1174061433447,9.440955631399314,719025125.0
5.1174061433447,9.635153583617745,504889970.0
5.463481228668935,2.0614334470989735,94861710.0
5.463481228668935,2.255631399317404,125781715.0
5.463481228668935,2.449829351535835,169915465.0
5.463481228668935,2.644027303754266,208722005.0
5.463481228668935,2.838225255972697,242518825.0
5.463481228668935,3.032423208191123,275771790.0
5.463481228668935,3.226621160409554,304831245.0
5.463481228668935,3.420819112627985,346637635.0
5.463481228668935,3.6150170648464157,409398530.0
5.463481228668935,3.809215017064847,483055525.0
5.463481228668935,4.003412969283273,554670115.0
5.463481228668935,4.1976109215017035,628190050.0
5.463481228668935,4.391808873720135,694655990.0
5.463481228668935,4.586006825938566,787650770.0
5.463481228668935,4.780204778156996,862810875.0
5.463481228668935,4.974402730375423,962449450.0
5.463481228668935,5.168600682593853,1016299005.0
5.463481228668935,5.362798634812284,1072102935.0
5.463481228668935,5.556996587030715,1095243470.0
5.463481228668935,5.751194539249146,1148873780.0
5.463481228668935,5.945392491467577,1222120810.0
5.463481228668935,6.139590443686008,1269318960.0
5.463481228668935,6.333788395904434,1293458945.0
5.463481228668935,6.527986348122865,1270389145.0
5.463481228668935,6.722184300341296,1186895360.0
5.463481228668935,6.9163822525597265,1079134490.0
5.463481228668935,7.110580204778158,923951175.0
5.463481228668935,7.3047781569965835,823310680.0
5.463481228668935,7.498976109215015,843522845.0
5.463481228668935,7.693174061433446,918142130.0
5.463481228668935,7.887372013651876,1003425865.0
5.463481228668935,8.081569965870308,1066037730.0
5.463481228668935,8.275767918088734,1111039665.0
5.463481228668935,8.469965870307165,1101087555.0
5.463481228668935,8.664163822525595,1053488580.0
5.463481228668935,8.858361774744026,968560305.0
5.463481228668935,9.052559726962457,872713320.0
5.463481228668935,9.246757679180888,767214125.0
5.463481228668935,9.440955631399314,629576940.0
5.463481228668935,9.635153583617745,440877415.0
5.809556313993171,2.0614334470989735,103027425.0
5.809556313993171,2.255631399317404,132362540.0
5.809556313993171,2.449829351535835,170043225.0
5.809556313993171,2.644027303754266,210948690.0
5.809556313993171,2.838225255972697,241652540.0
5.809556313993171,3.032423208191123,266982105.0
5.809556313993171,3.226621160409554,302498830.0
5.809556313993171,3.420819112627985,346455310.0
5.809556313993171,3.6150170648464157,394168080.0
5.809556313993171,3.809215017064847,454959630.0
5.809556313993171,4.003412969283273,518952135.0
5.809556313993171,4.1976109215017035,585916655.0
5.809556313993171,4.391808873720135,657491865.0
5.809556313993171,4.586006825938566,715161395.0
5.809556313993171,4.780204778156996,761073230.0
5.809556313993171,4.974402730375423,812963875.0
5.809556313993171,5.168600682593853,849040775.0
5.809556313993171,5.362798634812284,908839620.0
5.809556313993171,5.556996587030715,918679800.0
5.809556313993171,5.751194539249146,920783750.0
5.809556313993171,5.945392491467577,966769720.0
5.809556313993171,6.139590443686008,1007062665.0
5.809556313993171,6.333788395904434,1004104720.0
5.809556313993171,6.527986348122865,997960075.0
5.809556313993171,6.722184300341296,966084490.0
5.809556313993171,6.9163822525597265,882955245.0
5.809556313993171,7.110580204778158,755489915.0
5.809556313993171,7.3047781569965835,675647735.0
5.809556313993171,7.498976109215015,644819965.0
5.809556313993171,7.693174061433446,666137405.0
5.809556313993171,7.887372013651876,681324225.0
5.809556313993171,8.081569965870308,715228620.0
5.809556313993171,8.275767918088734,748594405.0
5.809556313993171,8.469965870307165,762030225.0
5.809556313993171,8.664163822525595,764797875.0
5.809556313993171,8.858361774744026,727425420.0
5.809556313993171,9.052559726962457,658744330.0
5.809556313993171,9.246757679180888,589914260.0
5.809556313993171,9.440955631399314,483466090.0
5.809556313993171,9.635153583617745,340406690.0
6.155631399317406,2.0614334470989735,105696005.0
6.155631399317406,2.255631399317404,132819915.0
6.155631399317406,2.449829351535835,163395930.0
6.155631399317406,2.644027303754266,189121915.0
6.155631399317406,2.838225255972697,212569065.0
6.155631399317406,3.032423208191123,233548775.0
6.155631399317406,3.226621160409554,260896355.0
6.155631399317406,3.420819112627985,291083390.0
6.155631399317406,3.6150170648464157,325858155.0
6.155631399317406,3.809215017064847,368903570.0
6.155631399317406,4.003412969283273,414493995.0
6.155631399317406,4.1976109215017035,467099785.0
6.155631399317406,4.391808873720135,500723235.0
6.155631399317406,4.586006825938566,555181655.0
6.155631399317406,4.780204778156996,617721240.0
6.155631399317406,4.974402730375423,647396395.0
6.155631399317406,5.168600682593853,690517000.0
6.155631399317406,5.362798634812284,709849450.0
6.155631399317406,5.556996587030715,735078440.0
6.155631399317406,5.751194539249146,743190060.0
6.155631399317406,5.945392491467577,731156000.0
6.155631399317406,6.139590443686008,726801760.0
6.155631399317406,6.333788395904434,768160240.0
6.155631399317406,6.527986348122865,805745585.0
6.155631399317406,6.722184300341296,707223655.0
6.155631399317406,6.9163822525597265,700762180.0
6.155631399317406,7.110580204778158,628860645.0
6.155631399317406,7.3047781569965835,560074860.0
6.155631399317406,7.498976109215015,542108335.0
6.155631399317406,7.693174061433446,542320095.0
6.155631399317406,7.887372013651876,517502795.0
6.155631399317406,8.081569965870308,509073015.0
6.155631399317406,8.275767918088734,512564740.0
6.155631399317406,8.469965870307165,524590995.0
6.155631399317406,8.664163822525595,532180935.0
6.155631399317406,8.858361774744026,518160275.0
6.155631399317406,9.052559726962457,484073590.0
6.155631399317406,9.246757679180888,437008020.0
6.155631399317406,9.440955631399314,361391305.0
6.155631399317406,9.635153583617745,257544150.0
6.501706484641632,2.0614334470989735,96327540.0
6.501706484641632,2.255631399317404,119345910.0
6.501706484641632,2.449829351535835,133870330.0
6.501706484641632,2.644027303754266,149605340.0
6.501706484641632,2.838225255972697,164980560.0
6.501706484641632,3.032423208191123,180420410.0
6.501706484641632,3.226621160409554,192479020.0
6.501706484641632,3.420819112627985,207373290.0
6.501706484641632,3.6150170648464157,231968610.0
6.501706484641632,3.809215017064847,259016190.0
6.501706484641632,4.003412969283273,295887070.0
6.501706484641632,4.1976109215017035,319953790.0
6.501706484641632,4.391808873720135,348165430.0
6.501706484641632,4.586006825938566,381038920.0
6.501706484641632,4.780204778156996,406632315.0
6.501706484641632,4.974402730375423,441838190.0
6.501706484641632,5.168600682593853,487903300.0
6.501706484641632,5.362798634812284,512185640.0
6.501706484641632,5.556996587030715,511978210.0
6.501706484641632,5.751194539249146,525527825.0
6.501706484641632,5.945392491467577,538114080.0
6.501706484641632,6.139590443686008,538108800.0
6.501706484641632,6.333788395904434,529611590.0
6.501706484641632,6.527986348122865,544576325.0
6.501706484641632,6.722184300341296,567094045.0
6.501706484641632,6.9163822525597265,513157795.0
6.501706484641632,7.110580204778158,453627650.0
6.501706484641632,7.3047781569965835,417860505.0
6.501706484641632,7.498976109215015,426154515.0
6.501706484641632,7.693174061433446,423584345.0
6.501706484641632,7.887372013651876,403065995.0
6.501706484641632,8.081569965870308,363790755.0
6.501706484641632,8.275767918088734,343487175.0
6.501706484641632,8.469965870307165,334689025.0
6.501706484641632,8.664163822525595,338382120.0
6.501706484641632,8.858361774744026,337829745.0
6.501706484641632,9.052559726962457,318793205.0
6.501706484641632,9.246757679180888,301118710.0
6.501706484641632,9.440955631399314,251240130.0
6.501706484641632,9.635153583617745,172953145.0
